cl010055544;"Les trois Grâces";"Fragonard, Jean-Honoré ; France";"1700 / 1800  (XVIIIe siècle)";"INV 5572; B 695; D 1958.1.1";"Département des Peintures";;"Grasse (France), Villa-Musée Fragonard, salle d'exposition";
cl010055546;"Le Serment d'amour";"Fragonard, Jean-Honoré ; France";1780;"RF 2029; D 1950.1.3; D 1932.1.1";"Département des Peintures";;"Grasse (France), Villa-Musée Fragonard, salle d'exposition";
cl010055547;"L'Heure du berger";"Fragonard, Jean-Honoré ; France ; Wattier, Émile";"1830 / 1868  (Milieu du XIXe siècle)";"MI 1054";"Département des Peintures";;"non exposé";
cl010055548;"Portrait dit du peintre dans sa vieillesse";"Fragonard, Jean-Honoré ; France";"1800 / 1806  (Fin du XVIIIe siècle - début du XIXè siècle)";"RF 422";"Département des Peintures";;"non exposé";
cl010055555;"Daphnis montrant à jouer de la flûte à Chloé";"Franque, Joseph-Boniface ; France";1808;"INV 4631; MR 1708";"Département des Peintures";;(France);
cl010055559;"Vénus et Adonis";"France ; Galloche, Louis";1724;"INV 8677; MR 1244";"Département des Peintures";;"Versailles (France), Mairie, salle d'exposition";
cl010055560;"Portrait de vieillard";"Gamelin, Jacques ; France";1791;"RF 1951 46; D.1952.5";"Département des Peintures";;"Toulouse (France), Musée des Augustins, salle d'exposition";
cl010055561;"Paysage avec ruines et ronde d'enfants";"Gallier, Achille Gratien ; France";"1800 / 1900  (XIXe siècle)";"INV 20001";"Département des Peintures";;"(Etat de la Cité du Vatican), Ambassade de France près le Saint-Siège (Villa Bonaparte)";
cl010055568;"Restes de l'église des Augustins à Rouen";"Garneray, Hippolyte ; France";"1800 / 1900  (XIXe siècle)";"INV 4675; LP 1616";"Département des Peintures";;"non exposé";
cl010055571;"L'Embarquement de sainte Paule à Ostie";"Gellée, Claude ; France";"1648 / 1650  (XVIIe siècle)";"INV 4720; MR 1749; D.1956.1.1";"Département des Peintures";;"Epinal (France), Musée départemental d'Art Ancien et Contemporain";
cl010055576;"Echo et Narcisse";"France ; Gellée, Claude";"1600 / 1700  (XVIIe siècle)";"MI 662; M0536_D.L.I.173; Campana 633";"Département des Peintures";;"Epinal (France), Musée départemental d'Art Ancien et Contemporain";
cl010055578;"Vue de Naples ; effet de lune au moment d'une éruption du Vésuve";"Genillon, Jean Baptiste François ; France";"1775 / 1825  (Fin du XVIIIe siècle - début du XIXè siècle)";"INV 4736; MR 1755";"Département des Peintures";;"Istanbul (Turquie), Palais de France";
cl010055579;"Portrait de femme en Source";"Gobert, Pierre ; France";"1700 / 1800  (XVIIIe siècle)";"RF 1962 19";"Département des Peintures";;"non exposé";
cl010055580;"Portrait de Napoléon 1er en grand costume impérial";"Girodet de Roucy-Trioson, Anne-Louis ; France";1810;"RF 1068";"Département des Peintures";;"Ajaccio (France), Musée national de la Maison Bonaparte";
cl010055581;"Bords du Tibre à Rome";"Gourlier, Paul Dominique ; France";"1800 / 1900  (XIXe siècle)";"RF 830; I 0102";"Département des Peintures";;"Paris (France), Palais du Luxembourg, salle d'exposition";
cl010055582;"Vue prise sur la lisière de la forêt de Fontainebleau";"Grailly, Victor de ; France";"1800 / 1900  (XIXe siècle)";"INV 4995; LP 5937";"Département des Peintures";;"Paris (France), Assemblée nationale";
cl010055585;"Jeune fille ; étude";"Greuze, Jean-Baptiste ; France";"1700 / 1800  (XVIIIe siècle)";"INV 5040; MR 1777; D.1934.1.3";"Département des Peintures";;"Rennes (France), Musée des Beaux-Arts, salle d'exposition";
cl010055586;"Jeune fille ; étude";"France ; Greuze, Jean-Baptiste";"1700 / 1800  (XVIIIe siècle)";"INV 5041; MR 1778; D.1934.1.4";"Département des Peintures";;"non exposé";
cl010055588;"Tête de jeune fille";"Greuze, Jean-Baptiste ; France";"vers 1775";"MI 1067";"Département des Peintures";;"Nancy (France), Musée des Beaux-Arts, salle d'exposition";
cl010055589;"Tête de jeune garçon (Pierre-Alexandre Wille ?) ; étude";"Greuze, Jean-Baptiste ; France";"vers 1755";"MI 1072; 1066";"Département des Peintures";;"non exposé";
cl010055590;"Les deux amies.";"France ; Greuze, Jean-Baptiste";"1700 / 1800  (XVIIIe siècle)";"RF 1522";"Département des Peintures";;"non exposé";
cl010055591;L'Effroi;"France ; Greuze, Jean-Baptiste";"1750 / 1800  (2e moitié du XVIIIe siècle)";"RF 1525; D.1962.1.4";"Département des Peintures";;"non exposé";
cl010055592;"Portrait de jeune homme";"Anonyme ; France";"1775 / 1800  (4e quart du XVIIIe siècle)";"MI 1381; Inv D 82 1570";"Département des Peintures";;"non exposé";
cl010055593;"Jeune fille effrayée";"France ; Greuze, Jean-Baptiste";"1700 / 1800  (XVIIIe siècle)";"INV 5042; D 872 1 4; B 1906";"Département des Peintures";;"Tarbes (France), Musée Massey";
cl010055597;"Mariage de deux Bressans béni par leur aïeul";"Genod, Michel Philibert ; France";1822;"INV 4737; L 3847; Inv 973 101";"Département des Peintures";;"Bourg-en-Bresse (France), Musée de Brou, salle d'exposition";
cl010055598;"Course de chevaux montés, allant vers la droite";"Géricault, Théodore ; France";"1820 / 1821  (XIXe siècle)";"RF 220";"Département des Peintures";;"Caen (France), Musée des Beaux-Arts, salle d'exposition";
cl010055599;"Sacre de Charles X";"Gérard, François ; France";"1800 / 1900  (XIXe siècle)";"INV 4753; C 298";"Département des Peintures";;"Reims (France), Palais du Tau, salle d'exposition";
cl010055601;"Portrait de Henri Gérard, frère de Marguerite Gérard";"Gérard, Marguerite ; France";1799;"RF 2030; D 1926.1.1";"Département des Peintures";;"Grasse (France), Villa-Musée Fragonard, salle d'exposition";
cl010055602;"Portrait de Madame Gérard, épouse de Henri Gérard";"Gérard, Marguerite ; France";1799;"RF 2031; D 1926.1.5";"Département des Peintures";;"Grasse (France), Villa-Musée Fragonard, salle d'exposition";
cl010055603;"Portrait de Marie-Anne Gérard (1745-1823), épouse du peintre Jean-Honoré Fragonard et soeur de Marguerite Gérard";"Gérard, Marguerite ; France";"1700 / 1800  (XVIIIe siècle)";"RF 2032";"Département des Peintures";;"non exposé";
cl010055604;"Tête d'enfant blond (Évariste Fragonard)";"Gérard, Marguerite ; France";"1775 / 1825  (Fin du XVIIIe siècle - début du XIXè siècle)";"RF 2033; D 1926.1.3";"Département des Peintures";;"Grasse (France), Villa-Musée Fragonard, salle d'exposition";
cl010055605;"La Lecture de la Bible, d'après Greuze";"Gérard, Marguerite ; France";"1700 / 1800  (XVIIIe siècle)";"RF 2034; D 1926.1.4";"Département des Peintures";;"Grasse (France), Villa-Musée Fragonard, salle d'exposition";
cl010055606;"Un Intérieur";"Gernon, Édouard de ; France";"1800 / 1900  (XIXe siècle)";"INV 4892; LP 6302";"Département des Peintures";;"Paris (France), Assemblée nationale, salle d'exposition";
cl010055609;"Portrait de Charles Fourier, fondateur du Phalanstère";"Gigoux, Jean ; France";"1800 / 1900  (XIXe siècle)";"RF 35; D 948 3 1";"Département des Peintures";;"Besançon (France), Musée des Beaux-Arts et d'Archéologie, salle d'exposition";
cl010055610;"L'Atelier du peintre";"Gigoux, Jean ; France";1853;"RF 1950 50; D 953 3 1";"Département des Peintures";;"non exposé";
cl010055611;"Caïn après le meurtre d'Abel";"Guérin, Paulin ; France";"1800 / 1900  (XIXe siècle)";"INV 5190; MR 1795";"Département des Peintures";;"Toulon (France), Musée d'Art";
cl010055612;"Portrait de l'amiral comte Truguet";"Guérin, Paulin ; France";1832;"INV 5223; LP 100";"Département des Peintures";;"Toulon (France), Musée national de La Marine, salle d'exposition";
cl010055617;"Dagobert revenant en bateau de sa maison du Louvre au Palais de la Cité";"Gué, Julien Michel ; France";1839;"INV 5172; LP 339";"Département des Peintures";;"Agen (France), Préfecture du Lot-et-Garonne, salle d'exposition";
cl010055618;"Paysage. Route du Tyrol près d'Inspruck (sic)";"Gué, Julien Michel ; France";1835;"INV 5175; LP 1620; D 876.1.1";"Département des Peintures";;"Vesoul (France), Musée municipal Georges Garret, salle d'exposition";
cl010055623;"Combat d'Hercule et de Mars sur le corps de Cyenus";"Guillemot, Alexandre Charles ; France";"1800 / 1900  (XIXe siècle)";"INV 5257; L 4006";"Département des Peintures";;"Argentan (France), Mairie";
cl010055624;"La Mort d'Hippolyte";"Guillemot, Alexandre Charles ; France";"1800 / 1900  (XIXe siècle)";"INV 5259; L 3799";"Département des Peintures";;"La Roche-sur-Yon (France), Musée municipal";
cl010055639;"Le Duc d'Orléans débarquant dans le port d'Alger est reçu par le maréchal Vallée.";"Grolig, Curtius ; France";1846;"INV 5053; LP 6709";"Département des Peintures";;"Paris (France), Ministère de la Défense (Hôtel de Brienne)";
cl010055641;"Vue de la plaine de la Mitidja, près d'Alger";"Grolig, Curtius ; France";"1800 / 1900  (XIXe siècle)";"INV 5056; LP 7040";"Département des Peintures";;"Paris (France), Assemblée nationale";
cl010055642;"Portrait présumé de l'artiste.";"Grimou, Alexis ; France";"1700 / 1750  (1e moitié du XVIIIe siècle)";"RF 1947 48";"Département des Peintures";;"non exposé";
cl010055643;"Portrait d'homme";"France ; Grimou, Alexis";"1700 / 1800  (XVIIIe siècle)";"RF 8";"Département des Peintures";;"Bagnols-sur-Cèze (France), Musée archéologique Léon Alègre";
cl010055646;"Portrait de l'armateur Bruyère";"Gros, Antoine-Jean Baron ; France";1796;"RF 1944 12; D 47 1";"Département des Peintures";;"Marseille (France), Musée des Beaux-Arts, salle d'exposition";
cl010055650;"Coup de vent du 7 janvier 1831 dans la rade d'Alger";"Gudin, Théodore ; France";"1800 / 1900  (XIXe siècle)";"INV 5154; LP 1789";"Département des Peintures";;"Paris (France), Musée national de la Marine, salle d'exposition";
cl010055653;"Incendie du Kent";"Gudin, Théodore ; France";1827;"RF 90";"Département des Peintures";;"Paris (France), Musée national de la Marine, salle d'exposition";
cl010055654;"Le Christ au tombeau adoré par les anges";"Anonyme ; Pays-Bas du Sud";"1600 / 1700  (XVIIe siècle)";"INV 5264; MR 1805; 899 10";"Département des Peintures";;"non exposé";
cl010055655;"Saint Paul, à Lystre, empêche son geôlier de se tuer";"Hallé, Claude-Guy ; France";"1600 / 1700  (XVIIe siècle)";"INV 5265; MR 1804";"Département des Peintures";;"Paris (France), Musée Carnavalet, salle d'exposition";
cl010055656;"Jeux d'enfants : la pêche";"Hallé, Claude-Guy ; France";1702;"INV 8873; B 1505";"Département des Peintures";;"non exposé";
cl010055657;"Jeux d'enfants : le saut du chien";"Hallé, Claude-Guy ; France";1702;"INV 8874; B 1490";"Département des Peintures";;"non exposé";
cl010055660;"Achille reconnu à la cour de Lycomède";"Hallé, Noël ; France";1769;"INV 5274; P 137; B 644";"Département des Peintures";;"Limoges (France), Musée des Beaux-Arts, Palais de l'Evêché, salle d'exposition";
cl010055662;"Saint Louis portant en procession de Vincennes à Paris la Sainte Couronne d'épines";"Hallé, Noël ; France";1773;"INV 5277; MR 1808";"Département des Peintures";;"Paris (France), Chapelle de l'Ecole militaire";
cl010055663;"Les Génies des Sciences, de la Poésie, de l'Histoire, de la Physique et de l'Astronomie";"France ; Hallé, Noël";1761;"INV 5279; MR 1806; M.B.A. 1154";"Département des Peintures";;"Angers (France), Musée des Beaux-Arts, salle d'exposition";
cl010055667;"Portrait en pied du roi Louis-Philippe";"Hersent, Louis ; France ; Rouget, Georges";1835;"INV 5336; LP 2756";"Département des Peintures";;"non exposé";
cl010055669;"Henriette de France, Reine d'Angleterre, aborde sur les côtes de France";"Hersent, Louise ; France";1819;"INV 5339; L 3686";"Département des Peintures";;"Dinan (France), Mairie, salle d'exposition";
cl010055670;"Louis XIV bénissant son arrière-petit-fils";"Hersent, Louise ; France";1824;"INV 5340; L 3917; D.885.1.1";"Département des Peintures";;"Rennes (France), Musée des Beaux-Arts";
cl010055671;"Napoléon Ier sur le trône impérial";"France ; Ingres, Jean-Auguste-Dominique";"1800 / 1900  (XIXe siècle)";"INV 5420; MR 2069";"Département des Peintures";;"Paris (France), Musée de l'Armée, salle d'exposition";
cl010055672;"Portrait d'une petite fille jouant avec sa poupée et avec une petite perruche";"Vestier, Antoine ; France";1790;"RF 1960 60";"Département des Peintures";;"Avallon (France), Musée de l'Avallonnais, salle d'exposition";
cl010055673;"Étang des chênes à Lagrange (Seine-et-Marne)";"André, Jules ; France";1869;"RF 135; 379.P; FNAC FH 869-8";"Département des Peintures";;"non exposé";
cl010055674;"Vue prise à Tendu, près d'Argenton-sur-Creuse (Indre)";"André, Jules ; France";1836;"INV 2350; LP 2324";"Département des Peintures";;"Paris (France), Assemblée nationale, salle d'exposition";
cl010055686;"Portrait d'un chasseur";"France ; Santerre, Jean-Baptiste";"1600 / 1700  (XVIIe siècle)";"INV 3900; LP 3651";"Département des Peintures";;"Paris (France), Musée de la Chasse et de la Nature, salle d'exposition";
cl010055687;"Portrait du roi Louis IX (Saint Louis)";"Delaval, Pierre Louis ; France";1840;"INV 3846; LP 4458";"Département des Peintures";;"Valenciennes (France), Musée des Beaux-Arts";
cl010055688;"Des Pâtres";"Charpentier, Auguste ; France";1842;"INV 3208; LP 5925";"Département des Peintures";;"Cambrai (France), Musée municipal des beaux-arts";
cl010055689;"La Patrie en danger, 1792";"Gérard, François ; France";"1800 / 1900  (XIXe siècle)";"INV 4750; LP 3489";"Département des Peintures";;"Lille (La Madeleine) (France), Mairie";
cl010055690;"La Lecture de l'Evangile dans l'église d'Ara Coeli à Rome";"Blanchard, Charles Octave ; France";"1800 / 1900  (XIXe siècle)";"INV 2614; LP 5186; N.Mba 2614";"Département des Peintures";;"Nice (France), Musée des Beaux-Arts - Jules Chéret, salle d'exposition";
cl010055693;"Vue de Bordeaux, prise entre la caserne Saint-Raphaël et l'église Sainte-Eulalie.";"Alaux, Jean Paul ; France";1831;"INV 2209; LP 1; Bx.E.918";"Département des Peintures";;"non exposé";
cl010055695;"Mise au tombeau";"Fenzoni, Ferrau ; Italie";"1500 / 1600  (XVIe siècle)";"RF 1946 4; D 948 3 1";"Département des Peintures";;"Poitiers (France), Musée Sainte-Croix";
cl010055696;"Vénus et Adonis";"Italie ; Loth, Johann Karl";"1600 / 1700  (XVIIe siècle)";"MI 1197; D 873.1.2";"Département des Peintures";;"Poitiers (France), Musée Sainte-Croix";
cl010055698;"Sylvio Pellico écrivant ses mémoires";"Serangeli, Gioacchin Giuseppe ; Italie";"1800 / 1900  (XIXe siècle)";"INV 666; LP 1598";"Département des Peintures";;"Chambéry (France), Musée des Beaux-Arts, salle d'exposition";
cl010055700;"Le Peintre Ceulen et sa famille";"Pays-Bas ; Hanneman, Adriaen";;"MNR 434; Bx D 1965-11-1";"Département des Peintures";;"Bordeaux (France), Musée des Beaux-Arts, salle d'exposition";MNR
cl010055701;"La Déploration du Christ (fragment)";"Key, Willem ; Pays-Bas";"1500 / 1600  (XVIe siècle)";"RF 1985 9; D 1985.2.1";"Département des Peintures";;"non exposé";
cl010055703;"Portrait de famille dans un parc";"Pays-Bas du Sud ; Tilborg, Gillis van";1662;"MI 1332; D949.8.1";"Département des Peintures";;"Poitiers (France), Musée Sainte-Croix";
cl010055704;"Vase de Fleurs et fruits";"Verbruggen, Gaspard Pieter II ; Verbruggen, Gaspard Pieter I ; Pays-Bas du Sud";"1600 / 1700  (XVIIe siècle)";"MI 1345; D 873";"Département des Peintures";;"non exposé";
cl010055706;"Allégorie relative au jeune prince Frédéric-Christian de Saxe, fils d'Auguste III, roi de Pologne et électeur de Saxe, dit aussi Allégorie du couronnement de Georges III d'Angleterre en 1760";"Italie ; Cipriani, Giovanni Battista";"1700 / 1800  (XVIIIe siècle)";"RF 1946 31; Bx E 1731";"Département des Peintures";;"non exposé";
cl010055707;"Palais des Doges à Venise";"Angleterre ; Bonington, Richard";"1800 / 1900  (XIXe siècle)";"MNR 533; Anc. Fr 253; 408; 408; D 53-5-1";"Département des Peintures";;"non exposé";MNR
cl010055708;"Portrait de famille";"Angleterre ; Anonyme";"1800 / 1900  (XIXe siècle)";"MNR 334; 21756; D 52-7-6";"Département des Peintures";;"non exposé";MNR
cl010055709;"Portrait de Sir William Chambers";"Angleterre ; Reynolds, Sir Joshua";"1700 / 1800  (XVIIIe siècle)";"MNR 333; 2841; 10705; D 52-7-2";"Département des Peintures";;"Bordeaux (France), Musée des Beaux-Arts, salle d'exposition";MNR
cl010055710;"Portrait de Richard Robinson, Primat d'Irlande, baron Rokeby of Armagh (1709-1794)";"Angleterre ; Reynolds, Sir Joshua";"1700 / 1800  (XVIIIe siècle)";"MNR 335; SN; D 52.7.7";"Département des Peintures";;"Bordeaux (France), Musée des Beaux-Arts, salle d'exposition";MNR
cl010055711;"Portrait de Walter Johnston";"Angleterre ; Anonyme";1783;"MNR 337; 2843; 10029; D 52-7-3";"Département des Peintures";;"non exposé";MNR
cl010055712;"Portrait de famille";"Angleterre ; Anonyme";"1800 / 1900  (XIXe siècle)";"MNR 336";"Département des Peintures";;"non exposé";MNR
cl010055714;"Hercule aux pieds d'Omphale";"Diziani, Gaspare ; Italie";"1740 / 1747  (2e quart du XVIIIe siècle)";"MNR 283; D 57.3.10";"Département des Peintures";;"Bordeaux (France), Musée des Beaux-Arts, salle d'exposition";MNR
cl010055715;"Trajan essayant de contraindre saint Eustache d'adorer la statue de Jupiter";"Italie ; Pittoni, Giambattista";"vers 1722";"MNR 295; D 57.3.11";"Département des Peintures";;"Bordeaux (France), Musée des Beaux-Arts, salle d'exposition";MNR
cl010055716;"Martyre de saint Laurent";"Boeckhorst, Johann ; Pays-Bas du Sud";"1600 / 1700  (XVIIe siècle)";"MNR 425; D 52.7.1";"Département des Peintures";;"Bordeaux (France), Musée des Beaux-Arts, salle d'exposition";MNR
cl010055717;"Scène d'auberge";"Pays-Bas ; Schendel, Bernardus van";"1600 / 1700  (XVIIe siècle)";"MNR 740; Bx D 1952-7-8";"Département des Peintures";;"Bordeaux (France), Musée des Beaux-Arts, salle d'exposition";MNR
cl010055718;"L'Enfance de Bacchus";"Chaperon, Nicolas ; France";"1600 / 1700  (XVIIe siècle)";"MNR 624; D957.4.1";"Département des Peintures";;"Poitiers (France), Musée Sainte-Croix";MNR
cl010055719;"Portrait d'un financier";"Anonyme ; France";1693;"MNR 871; D 957-4-2";"Département des Peintures";;"Poitiers (France), Musée Sainte-Croix";MNR
cl010055731;"Bataille de Denain, le 24 juillet 1712";"Monvoisin, Raymond Auguste Quinsac ; France";1836;"INV 6782; LP 2028; ancien 687";"Département des Peintures";;"Bordeaux (France), Hôtel du Commandement militaire, salle d'exposition";
cl010055732;"Ulysse et Néoptolème enlèvent à Philoctète les flèches d'Hercule";"Taillasson, Jean Joseph ; France";1784;"INV 8079; B 986; D 1989.1.2";"Département des Peintures";;"Bordeaux (France), Musée des Beaux-Arts, salle d'exposition";
cl010055733;"Héro et Léandre";"Taillasson, Jean Joseph ; France";1798;"INV 8080; MR 2500; D 1989 1 1";"Département des Peintures";;"Bordeaux (France), Musée des Beaux-Arts, salle d'exposition";
cl010055735;"Tobie rendant la vue à son père";"France ; Boullogne, Louis de";"1600 / 1700  (XVIIe siècle)";"INV 20864; D 1965 1 2; B 419";"Département des Peintures";;"Bordeaux (France), Musée des Beaux-Arts, salle d'exposition";
cl010055736;"Les Quatre évangélistes";"Wolfaerts, Artus ; Pays-Bas du Sud";"1600 / 1700  (XVIIe siècle)";"INV 20865; D 1965 3 1; B 999";"Département des Peintures";;"Bordeaux (France), Musée des Beaux-Arts, salle d'exposition";
cl010055737;"Portrait du peintre Carle Vernet";"Lefèvre, Robert ; France";"1800 / 1900  (XIXe siècle)";"RF 1953 35; D 45.1.1";"Département des Peintures";;"non exposé";
cl010055738;"Portrait de femme tenant un livre";"France ; Thomire, Pierre";1773;"RF 1943 69";"Département des Peintures";;"non exposé";
cl010055739;"Jeune femme maure allaitant son enfant, et une vieille";"Chassériau, Théodore ; France";1850;"RF 3898; D 957 3 1";"Département des Peintures";;"Poitiers (France), Musée Sainte-Croix";
cl010055740;"La Muse de la Poésie pleurant la mort de Voltaire";"Brossard de Beaulieu, Marie Geneviève ; France";1785;"RF 1951 17; D 951.11.1";"Département des Peintures";;"Poitiers (France), Musée Sainte-Croix";
cl010055742;"Générosité des dames romaines";"Gauffier, Louis ; France";1790;"RF 1943 68; D 949 2 1";"Département des Peintures";;"Poitiers (France), Musée Sainte-Croix";
cl010055748;"Paysage d'Italie";"Corot, Jean-Baptiste Camille ; France";"1800 / 1900  (XIXe siècle)";"RF 1948 12; D 1962.2.12";"Département des Peintures";;"non exposé";
cl010055749;"Le Marché aux bestiaux de Bordeaux";"Decamps, Alexandre-Gabriel ; France";1825;"RF 1959 13; D 1961.7.1";"Département des Peintures";;"non exposé";
cl010055750;"Les Fureurs d'Oreste (Paysage)";"Desgoffe, Alexandre ; France";"1800 / 1900  (XIXe siècle)";"RF 349; MT 939.5.1";"Département des Peintures";;"non exposé";
cl010055752;"Le Jeune élève";"Drouais, François Hubert ; France";"après 1761";"RF 1924";"Département des Peintures";;"non exposé";
cl010055754;"Portrait d'homme";"Danloux, Henri-Pierre ; France";"1700 / 1800  (XVIIIe siècle)";"RF 2518";"Département des Peintures";;"Berlin (Allemagne), Ambassade de France";
cl010055755;"Jeune femme et enfant";"Danloux, Henri-Pierre ; France";"1700 / 1800  (XVIIIe siècle)";"RF 3959";"Département des Peintures";;"Paris (France), Musée Carnavalet, salle d'exposition";
cl010055757;"Lucrèce portée sur la place publique de Collatie";"Debay, Auguste-Hyacinthe ; France";1831;"INV 3749; LP 12";"Département des Peintures";;"Nantes (France), Musée des Beaux-Arts, salle d'exposition";
cl010055758;"Le Roi Louis-Philippe rencontrant un blessé le 6 juin 1832";"Debay, Auguste-Hyacinthe ; France";1835;"INV 3753";"Département des Peintures";;"non exposé";
cl010055760;"Les Petits espiègles";"Landry, Louis ; France";"1700 / 1800  (XVIIIe siècle)";"RF 2145";"Département des Peintures";;"Washington (Etats-Unis), Ambassade de France, salle d'exposition";
cl010055761;"Portrait de magistrat";"France ; Laneuville, Jean Louis Titon, dit";1787;"RF 2513";"Département des Peintures";;"non exposé";
cl010055765;"Paysage, effet du matin";"Lantara, Simon Mathurin ; France";1761;"INV 5652; LP 6727";"Département des Peintures";;"non exposé";
cl010055766;"Vue de Pont-en-Royan (Dauphiné)";"Lapito, Louis Auguste ; France";"1800 / 1900  (XIXe siècle)";"INV 5654; LP 45";"Département des Peintures";;"Armentières (France), Mairie";
cl010055769;"La Force";"Meynier, Charles ; France";1814;"INV 6620; L 3452";"Département des Peintures";;"Vincennes (France), Service Historique de la Défense";
cl010055770;"La Justice";"Meynier, Charles ; France";1814;"INV 6621; L 3454";"Département des Peintures";;"non exposé";
cl010055771;"La Magnanimité";"Meynier, Charles ; France";"1800 / 1900  (XIXe siècle)";"INV 6622; L 3453";"Département des Peintures";;"Vincennes (France), Service Historique de la Défense";
cl010055772;"La Paix";"Meynier, Charles ; France";1814;"INV 6623; L 3455";"Département des Peintures";;"Vincennes (France), Service Historique de la Défense";
cl010055780;Piétà;"France ; Stella, Jacques";"1600 / 1700  (XVIIe siècle)";"INV 7966; MR 2472; P 225";"Département des Peintures";;"Limoges (France), Musée des Beaux-Arts, Palais de l'Evêché, salle d'exposition";
cl010055782;"La Force, figure allégorique";"Steuben, Charles Baron de ; France";1827;"INV 7974; C 241";"Département des Peintures";;"non exposé";
cl010055783;"L'Amour lançant des traits";"France ; Stiemart, François ; Titien (Tiziano Vecellio, dit Tiziano ou)";"1700 / 1800  (XVIIIe siècle)";"INV 8588; MR 1586";"Département des Peintures";;"Versailles (France), Mairie, salle d'exposition";
cl010055784;"Le Serpent d'airain";"France ; Subleyras, Pierre";1727;"INV 7999; MR 2480";"Département des Peintures";;"Nîmes (France), Musée des Beaux-Arts, salle d'exposition";
cl010055785;"Marine. Baigneurs et baigneuses à l'entrée d'une grotte";"Vernet, Claude-Joseph ; France";1787;"RF 2334; 1069";"Département des Peintures";;"Strasbourg (France), Musée des Beaux-Arts, salle d'exposition";
cl010055787;"Vue prise aux environs de Paris";"Viard, Georges ; France";1844;"INV 8415; LP 5955";"Département des Peintures";;"Paris (France), Assemblée nationale";
cl010055790;"Une rue à Smyrne";"Decamps, Alexandre-Gabriel ; France";"1800 / 1900  (XIXe siècle)";"RF 1376";"Département des Peintures";;"Sully, [Peint] Salle 951 - Collection Georges Thomy Thiéry (1823-1902)";
cl010055796;"Portrait de Madame de Maintenon";"France ; Mignard, Pierre";"1600 / 1700  (XVIIe siècle)";"INV 6659; MR 2154";"Département des Peintures";;"Saint-Cyr (France), Ecole militaire";
cl010055798;"Portrait en pied de Napoléon Ier";"Riesener, Henri François ; France";1806;"INV 7484; MR 2386";"Département des Peintures";;"Saint-Denis (France), Maison d'Education de la Légion d'Honneur, salle d'exposition";
cl010055801;"Les Eaux douces d'Asie";"France ; Hilair, Jean-Baptiste";1787;"RF 2337; 1067";"Département des Peintures";;"non exposé";
cl010055802;"Fleurs et fruits";"Hirn, Jean Georges ; France";"1800 / 1900  (XIXe siècle)";"RF 575";"Département des Peintures";;"Paris (France), Palais du Luxembourg, salle d'exposition";
cl010055804;"Minerve sous les traits d'une vieille femme, regardant l'ouvrage d'Arachné";"Houasse, René-Antoine ; France";1693;"INV 5384; MR 1570";"Département des Peintures";;"Bagnols-sur-Cèze (France), Musée archéologique Léon Alègre";
cl010055808;"Le Parc de Saint-Cloud";"Huet, Paul ; France";1848;"RF 1955 13";"Département des Peintures";;"non exposé";
cl010055809;"Vue du port de Lorient prise des anciennes cales de Caudan, en 1792";"Hue, Jean-François ; France";1792;"INV 5394; MR 1832; 88-70108";"Département des Peintures";;"Paris (France), Palais du Luxembourg";
cl010055810;"Vue de la ville et du port de Granville, assiégé par les Vendéens, au moment où ses habitants dévouent la basse ville aux flammes, pour en chasser les rebelles";"Hue, Jean-François ; France";1800;"INV 5395; MR 1833";"Département des Peintures";;"Les Lucs-sur-Boulogne (France), Historial de la Vendée, salle d'exposition";
cl010055811;"Vue de l'intérieur du port de Brest, prise de l'ancienne cale de l'Intendance, en 1795";"Hue, Jean-François ; France";1794;"INV 5396; MR 1829";"Département des Peintures";;"Paris (France), Musée national de la Marine, salle d'exposition";
cl010055812;"Vue de l'intérieur du port de Brest, prise de la cale couverte en regardant le château, 1795";"Hue, Jean-François ; France";1795;"INV 5397; MR 1830";"Département des Peintures";;"Paris (France), Palais du Luxembourg, salle d'exposition";
cl010055813;"Vue de la rade de Brest prise au bas de la batterie du château en regardant le goulet";"Hue, Jean-François ; France";1795;"INV 5398; MR 1828; 88-70106";"Département des Peintures";;"Paris (France), Palais du Luxembourg, salle d'exposition";
cl010055814;"Vue de la ville, de la rade et du port de Saint-Malo, prise de l'anse des Sablons à Saint-Servan, au moment du naufrage d'un vaisseau par une tempête, 1798";"Hue, Jean-François ; France";1798;"INV 5399; MR 1831";"Département des Peintures";;"Paris (France), Musée national de la Marine, salle d'exposition";
cl010055816;"Étude de boeuf avec entrave";"Huet, Paul ; France";"1800 / 1900  (XIXe siècle)";"RF 1063; D.1972.1.4";"Département des Peintures";;"non exposé";
cl010055820;"Vue prise sur la côte de Normandie";"France ; Isabey, Eugène";"1800 / 1900  (XIXe siècle)";"INV 5432; LP 36; 1776";"Département des Peintures";;"Londres (Royaume Uni), Ambassade de France";
cl010055822;"Marché dans une rue";"France ; Isabey, Eugène";1865;"RF 3081";"Département des Peintures";;"non exposé";
cl010055823;"Fleurs et fruits";"Jacobber, Moïse ; France";1857;"RF 559";"Département des Peintures";;"Paris (France), Palais du Luxembourg, salle d'exposition";
cl010055825;"Une Piémontaise";"Jeanron, Philippe-Auguste ; France";1833;"INV 5445; LP 148";"Département des Peintures";;"Paris (France), Assemblée nationale";
