ARK;"Object name/Title";Author;Date;"Inventory number";Collection;"Geographic references / Places";Location;MNR
cl010239144;"Portrait du peintre Louis II de Boullogne le Jeune (1654-1733)";"Gobert, Pierre ; France";1701;"INV 9416; MV 5821; B 2173";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010239161;"Jean Baptiste Lemoyne (1704-1778), sculpteur";"Valade, Jean ; France";"vers 1754";"INV 9318; MV 5978; B 2297";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles";
cl010239162;"Jean III Sobieski, roi de Pologne (1629-1696)";"Anonyme ; Pologne";1694;"INV 9279; LP 686; MV 6617; V 1500";"Département des Peintures";;"non exposé";
cl010239192;"Vase orné d'une danse antique, rempli de fleurs et posé devant un terme";"Monnoyer, Jean Baptiste ; France";"1676 / 1700  (Fin du XVIIe siècle)";"INV 8921; B 1409; MV 7261";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, Grand Trianon, salle d'exposition";
cl010239193;"Vase d'or rempli de fleurs tombant sur le côté";"Blin de Fontenay, Jean-Baptiste ; France";"1675 / 1725  (Fin du XVIIe siècle - début du XVIIIè siècle)";"INV 8914; B 1426; MV 7264";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, Grand Trianon, salle d'exposition";
cl010239194;"La gloire de Louis XIV triomphe du temps";"Franceschini, Baldassare da Voltera ; Italie";"vers 1664";"INV 8771; MV 5274; MR 1585";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010239204;"Episode de la Fronde (1648-1652) : combat sous les murs de la Bastille";"Anonyme ; France";"1650 / 1700  (2e moitié du XVIIe siècle)";"INV 8761; B 1310; R 209; MV 6818";"Département des Peintures";;"non exposé";
cl010239213;"Apollon apparaît à Thétis devant la ville de Versailles";"Passart ; France";"1600 / 1700  (XVIIe siècle)";"INV 8602; MV 6811; B 1282";"Département des Peintures";;"non exposé";
cl010239244;"Portrait du maréchal François Christophe Kellermann, futur duc de Valmy (1735-1820)";"Ziegler, Claude Jules ; France";1834;"INV 8535; LP 539; MV 7007; P88-70215";"Département des Peintures";;"Paris (France), Palais du Luxembourg";
cl010239249;"Jean-Baptiste-Marie Pierre (1714-1789), peintre";"Voiriot, Guillaume ; France";"vers 1759";"INV 8484; MR 2700; MV 5824";"Département des Peintures";;"non exposé";
cl010239257;"Philippe de Buyster (vers 1598-1688), sculpteur";"Vignon, Philippe ; France";"vers 1687";"INV 8444; B 1878; MV 5861";"Département des Peintures";;"non exposé";
cl010239284;"Mort d'Eustache Lesueur chez les Chartreux";"Vignaud, Jean ; France";1812;"INV 8439; MR 2683; MV 5099; Inv.D.991.1.2";"Département des Peintures";;"Besançon (France), Musée des Beaux-Arts et d'Archéologie";
cl010239285;"Nicolas-Guy Brenet (1728-1792), peintre";"Vestier, Antoine ; France";1786;"INV 8412; MR 2660; MV 5805";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles";
cl010239301;"Le denier de César";"Boulogne, Valentin de ; France";"vers 1624";"INV 8247; MR 2543; MV 7317";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010239302;"Louis de Silvestre (1675-1760), peintre";"Valade, Jean ; France";"vers 1754";"INV 8242; B 997; MV 5872";"Département des Peintures";;"non exposé";
cl010239332;"Michel Corneille l'aîné (1642-1708), peintre";"Tournières, Robert ; France";1702;"INV 8198; MV 5863; MR 2535";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010239333;"Pierre Mosnier (1641-1704), peintre";"Tournières, Robert ; France";1702;"INV 8196; MR 2536; MV 5822";"Département des Peintures";;"non exposé";
cl010239349;"Jean Jouvenet (1647-1717), peintre";"Tortebat, Jean ; France";1699;"INV 8188; MV 3639; MR 2534";"Département des Peintures";;"non exposé";
cl010239378;"René-Antoine Houasse (v.1645-1710), peintre";"Tortebat, Jean ; France";1699;"INV 8187; MV 5866; MR 2537";"Département des Peintures";;"non exposé";
cl010239382;"Louis XIV, roi de France (1638-1715), protecteur de l'Académie";"Testelin, Henri ; France";"1666 / 1668  (3e quart du XVIIe siècle)";"INV 8141; B 705; MV 6155";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010239421;"Hôpital militaire en Italie, 1797";"Taunay, Nicolas Antoine ; France";"vers 1798";"INV 8122; MR 2514; MV 6104";"Département des Peintures";;"non exposé";
cl010239424;"La clémence de Louis XII, avril 1498";"Tardieu, Jean Charles, dit Tardieu-Cochin ; France";"1818 / 1822  (Début du XIXe siècle)";"INV 8099; L 3788; MV 6669";"Département des Peintures";;"non exposé";
cl010239426;"Carle Van Loo (1705-1765), peintre";"Le Sueur, Pierre ; France";"vers 1747";"INV 8069; MR 2064; MV 5979";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010239486;"Le prince de Conti à la bataille de Coni, 30 septembre 1744";"Serrur, Henry Auguste Calixte César ; France";1837;"INV 7920; LP 2795; MV 185";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles";
cl010239499;"Le Roi David jouant de la harpe";"Dominiquin (Domenico Zampieri, dit Il Domenichino, ou Le) ; Italie";"vers 1619";"INV 789; MR 177; MV 5359";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010239506;"Procession des Croisés autour de Jérusalem, 14 juillet 1099";"Schnetz, Jean Victor ; France";1841;"INV 7886; LP 4604; MV 428";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010239508;"Le comte Eudes défend Paris contre des Normands, 885-886";"Schnetz, Jean Victor ; France";"1834 / 1837  (2e quart du XIXe siècle)";"INV 7885; LP 2408; MV 2673";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010239510;"Louis-Philippe, roi des Français (1773-1850)";"Scheffer, Henry ; France";1848;"INV 7877; LP 7443; MV 8139";"Département des Peintures";;"non exposé";
cl010239521;"Michel-François Dandré-Bardon (1700-1783), peintre";"Roslin, Alexandre ; Suède";1756;"INV 7713; MR 2455; MV 5888";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010239541;"Hippolyte de Médicis (1511-1535), cardinal";"Titien (Tiziano Vecellio, dit Tiziano ou) ; Italie";"1500 / 1600  (XVIe siècle)";"INV 769; MR 523; MV 7390";"Département des Peintures";;"non exposé";
cl010239661;"L'origine de la peinture, ou Dibutade dessinant le portrait de son amant";"Regnault, Jean Baptiste ; France";1785;"INV 7386; MR 2364; MV 7278";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010239662;"L'origine de la sculpture, ou Pygmalion amoureux de sa statue";"France ; Regnault, Jean Baptiste";1785;"INV 7385; MR 2363; MV 7140";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010239714;"Madame Elisabeth assistant à la distribution du lait dans sa maison à Montreuil";"Richard, Fleury François ; France";"après 1816";"INV 7481; RF 646; MV 5271";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010239733;"Charles XII, roi de Suède (1682-1719)";"Krafft, David von ; Allemagne";"après 1719";"INV 1307; B 1811";"Département des Peintures";;"non exposé";
cl010239735;"Marie-Louise-Thérèse-Victoire de France, dite Madame Victoire (1733-1799)";"Heinsius, Johann Ernst ; Allemagne";1786;"INV 1327; MR 743; MV 6137";"Département des Peintures";;"non exposé";
cl010239742;"Allégorie du progrès des arts du dessin sous le règne de Louis XIV";"France ; Loir, Nicolas";1666;"INV 3048; MR 2073; MV 8650";"Département des Peintures";;"non exposé";
cl010239829;"Charles-Philippe de France, comte d'Artois (1757-1836), futur Charles X";"Anonyme ; France";"1750 / 1800  (2e moitié du XVIIIe siècle)";"INV 3053; LP 3916; MV 3900";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010239852;"Scène de l’Ancien Testament (Joseph expliquant des songes de Pharaon ?)";"Bramer, Leonaert ; Hollande";"1639 / 1640  (Milieu du XVIIe siècle)";"RF 1937 16";"Département des Peintures";;"non exposé";
cl010240987;"Portrait de jeune femme";"Anonyme ; Flandres";"1600 / 1640  (Début du XVIIe siècle)";"MI 820";"Département des Peintures";;"non exposé";
cl010241028;"Vue du château de Versailles prise des hauteurs de Satory en 1664";"Van der Meulen, Adam Frans ; France";1664;"INV 1522; MR 848; MV 725";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010241029;"Pierre Jacques Cazes (1676-1754), peintre";"Aved, Joseph ; France";1734;"INV 2372; B 387; MV 5806";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles";
cl010241031;"Jean- François de Troy (1679-1752), peintre";"Aved, Joseph ; France";1734;"INV 2373; MR 1152; MV 5814";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles";
cl010241037;"Entrevue de Napoléon Ier et de la reine Louise de Prusse à Tilsitt, 6 Juillet 1807";"Berthon, René Théodore ; France";1810;"INV 2534; MV 8455; MR 1188";"Département des Peintures";;"non exposé";
cl010241161;"Les reines de Perse aux pieds d'Alexandre";"Le Brun, Charles ; France";1661;"INV 2896; MR 1917; MV 6165";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010241163;"Portrait présumé de l'artiste présentant celui d'un militaire";"Le Brun, Charles ; France";"1640 / 1660  (Milieu du XVIIe siècle)";"INV 2950; MR 1912; MV 5886";"Département des Peintures";;"non exposé";
cl010241164;"Sujet tiré de l'histoire de Cromwell";"Hippolyte Bruyères ; France";1832;"INV 3087; LP 124; MV 6930";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles";
cl010241168;"Bataille de la Moscova, 10 septembre 1812";"Charpentier, Eugène Louis ; France";1843;"INV 3210; LP 5593; MV 5266";"Département des Peintures";;"Saint-Maixent-l'Ecole (France), Musée du Sous-Officier";
cl010241169;"Portrait d'homme inconnu";"Anonyme ; France";"1650 / 1700  (2e moitié du XVIIe siècle)";"MI 829";"Département des Peintures";;"non exposé";
cl010241171;"Portrait de femme tournée vers la gauche";"Anonyme ; Hollande";"1600 / 1700  (XVIIe siècle)";"MI 830";"Département des Peintures";;"non exposé";
cl010241178;"Combat de cavaliers";"Courtois, Jacques ; France";"1600 / 1700  (XVIIe siècle)";"INV 3440; MR 1356; MV 5894; V 622";"Département des Peintures";;"non exposé";
cl010241196;"Marche de troupes";"Courtois, Jacques ; France";"1600 / 1700  (XVIIe siècle)";"INV 3441; MR 1355; MV 5895; V 623";"Département des Peintures";;"non exposé";
cl010241197;"Georges Cadoudal";"Coutan, Amable Paul ; France";1827;"INV 3449; C 164; MV 5255";"Département des Peintures";;"Cholet (France), Musée d'Art et d'Histoire, salle d'exposition";
cl010241198;"Noël Coypel (1628-1707), peintre";"La Mare-Richart, Florent de ; France";1667;"INV 3531; MR 1374; MV 5810; V 538";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles";
cl010241199;"Réception du duc d'Anjou par le Patriarche de Venise à San Nicola di Lido, 18 juillet 1574.";"Michieli, Andrea ; Italie";"après 1593";"INV 392; V 234; MR 502; MV 5515";"Département des Peintures";;"non exposé";
cl010241202;"Cassolette en argent";"Yvart, Beaudrin ; France";"1670 / 1680  (Fin du XVIIe siècle)";"INV 4055; B 1301; MV 7057; V 958";"Département des Peintures";;"non exposé";
cl010241205;"Louis XVIII assiste au retour de l'armée d'Espagne des Tuileries, 2 décembre 1823";"Ducis, Louis ; France";"1823 / 1824  (1e tiers du XIXe siècle)";"INV 4271; C 135; MV 6837";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010241207;"Portrait de Jacques Clément (1567-1589), assassin de Henri III.";"Anonyme ; France";"1550 / 1600  (2e moitié du XVIe siècle)";"MI 837";"Département des Peintures";;"non exposé";
cl010241210;"Marie-Louise d'Autriche, impératrice des Français (1791-1847)";"Lefèvre, Robert ; France";"1812 / 1814  (1e quart du XIXe siècle)";"INV 4438; MR 1973; MV 6526";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010241216;"Louis XVIII, roi de France (1755-1824)";"Gallemant, Joséphine de ; France";1822;"INV 4438 bis; MV 6345";"Département des Peintures";;"non exposé";
cl010241218;"Portrait de Théodore de Bèze (1510 - 1605), théologien protestant, l'un des principaux chefs de la Réforme.";"Anonyme ; France";"1500 / 1600  (XVIe siècle)";"MI 840";"Département des Peintures";;"non exposé";
cl010241224;"Retour de la promenade en char à bancs de la reine Victoria : l'arrivée au château d'Eu, 4 septembre 1843";"Fort, Siméon ; France";"1844 / 1860  (Milieu du XIXe siècle)";"INV 4525; LP 6675; MV 7419";"Département des Peintures";;"non exposé";
cl010241229;"Le dauphin François (1518-1536), fils de François Ier.";"Anonyme ; France";"1500 / 1600  (XVIe siècle)";"MI 843";"Département des Peintures";;"non exposé";
cl010241231;"Promenade en char à bancs de la reine Victoria et de la famille royale au Tréport, 4 septembre 1843";"Fort, Siméon ; France";1844;"INV 4526; LP 5902; MV 6881";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010241235;"Le sacrifice d'Iphigénie";"La Fosse, Charles de ; France";"1660 / 1680  (Fin du XVIIe siècle)";"INV 4539; MR 1702; MV 6169";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010241253;"Prise de sept vaisseaux anglais par la frégate française L'Aigle, 2 mai 1811";"Gudin, Théodore ; France";"1839 / 1850  (1e moitié du XIXe siècle)";"INV 5145; LP 5138; MV 7196";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles";
cl010241254;"La Reine Marie Amélie, le duc d'Aumale et le duc de Montpensier";"Hersent, Louis ; France";1835;"INV 5335; LP 291; MV 5208";"Département des Peintures";;"non exposé";
cl010241256;"Portrait d'un enfant en costume de l'époque de Charles IX";"Anonyme ; France";"1800 / 1900  (XIXe siècle)";"MI 851";"Département des Peintures";;"non exposé";
cl010241258;"Portrait présumé de Madeleine de La Tour (1500-1519), dite de Boulogne, femme de Laurent de Médicis, mère de Catherine de Médicis.";"Anonyme ; France";"1500 / 1600  (XVIe siècle)";"MI 853";"Département des Peintures";;"non exposé";
cl010241261;"Portrait présumé de Catherine-Henriette de Balzac d'Entragues, marquise de Verneuil (1579-1633).";"Anonyme ; France";"1575 / 1625  (Fin du XVIe siècle - début du XVIIè siècle)";"MI 854";"Département des Peintures";;"non exposé";
cl010241281;"Bayard défend un pont sur le Garigliano, 1505";"Philippoteaux, Félix ; France";1839;"INV 7188; LP 4521; MV 5095";"Département des Peintures";;"non exposé";
cl010241301;"Louis XV sur le champ de la bataille de Fontenoy, 11 mai 1745";"Philippoteaux, Félix ; France";1840;"INV 7189; MV 5551; LP 4331";"Département des Peintures";;"Paris (France), Musée du Service de Santé des Armées (Val-de-Grâce), salle d'exposition";
cl010241310;"Portrait de Catherine de Bourbon, duchesse de Bar (1558-1694), soeur de Henri IV.";"Anonyme ; France";"1500 / 1600  (XVIe siècle)";"MI 856";"Département des Peintures";;"non exposé";
cl010241359;"Entrevue de Napoléon Ier et de François II d'Autriche, 4 décembre 1805";"Prud'hon, Pierre-Paul ; France";1809;"INV 7342; LP 1752; MV 5840";"Département des Peintures";;"non exposé";
cl010241361;"Tonnes Christian Brunn-Neergaard (1776-1824), naturaliste";"Prud'hon, Pierre-Paul ; France";"1800 / 1823  (1e quart du XIXe siècle)";"INV 7343; MV 5270; MN 18";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010241362;"Nicolas Van Plattenberg (v. 1631-1796), dit Platemontagne, peintre d'histoire";"Ranc, Jean ; France";1703;"INV 7358; MV 5870; B 951";"Département des Peintures";;"non exposé";
cl010241382;"François Verdier (1651-1730), peintre";"Ranc, Jean ; France";1703;"INV 7359; MV 5980; B 413";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010241383;"La France victorieuse";"Regnault, Jean Baptiste ; France";1805;"INV 7393; MV 5579";"Département des Peintures";;"non exposé";
cl010241384;"Psyché fuyant la colère de Vénus";"Restout, Jean II ; France";"1747 / 1748  (Milieu du XVIIIe siècle)";"INV 7456; MV 8404; B 957";"Département des Peintures";;"non exposé";
cl010241385;"Psyché implorant le pardon de Vénus";"Restout, Jean II ; France";1747;"INV 7457; MV 8405; B 959";"Département des Peintures";;"non exposé";
cl010241386;"François Girardon (1628-1715), sculpteur";"Revel, Gabriel ; France";1683;"INV 7466; MV 5817; B 963";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010241389;"L'Anneau de l'empereur Charles Quint";"Révoil, Pierre ; France";1810;"INV 7474; MR 2383; MV 5096";"Département des Peintures";;"non exposé";
cl010241393;"Elisabeth-Charlotte de Bavière, duchesse d'Orléans (1652-1722)";"Rigaud, Hyacinthe ; France";"1713 / 1722  (1e tiers du XVIIIe siècle)";"INV 7521; MV 2084; LP 637";"Département des Peintures";;"non exposé";
cl010241401;"L'ambassadeur turc Mehemet Effendi quitte le jardin des Tuileries, 21 mars 1721";"Parrocel, Charles ; France";"1727 / 1734  (2e quart du XVIIIe siècle)";"INV 7119; MV 2216; MR 2262";"Département des Peintures";;"non exposé";
cl010241402;"La Chute d'eau";"Watteau, Jean-Antoine ; France";"1700 / 1725  (1e quart du XVIIIe siècle)";"RFML.PE.2020.26.1; DL 2015 1";"Département des Peintures";;"Valenciennes (France), Musée des Beaux-Arts";
cl010241519;"Napoléon remet une pension de cent napoléons au Polonais Nerecki âgé de 117 ans, janvier 1807";"Tardieu, Jean Charles, dit Tardieu-Cochin ; France";1812;"INV 8107 bis; MV 5428";"Département des Peintures";;"non exposé";
cl010241535;"Napoléon Ier visite le Salon du Louvre et distribue aux artistes des croix de la Légion d'honneur, 22 octobre 1808";"Gros, Antoine-Jean Baron ; France";"1808 / 1825  (1e quart du XIXe siècle)";"MI 739; MV 6347";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010241541;"Vincent Voiture (1598-1648), écrivain";"Anonyme ; France";"1600 / 1700  (XVIIe siècle)";"RF 785; MV 5281";"Département des Peintures";;"non exposé";
cl010241564;"Alphonse de Lamartine (1790-1869), poète";"Scheffer, Ary ; France";"1847 / 1848  (Milieu du XIXe siècle)";"RF 1219; MV 5541";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010241573;"François Arago (1786-1853), physicien";"Scheffer, Ary ; France";1842;"RF 1220; MV 5542";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010241579;"Le Christ en croix avec la Vierge, saint Jean et Sainte Madeleine";"Vouet, Aubin ; France";1624;"RF 2461; MV 6651";"Département des Peintures";;"Versailles (France), Cathédrale Saint-Louis";
cl010241601;"Louis-François Perrin, comte de Précy (1742-1820), général vendéen";"Dassy, Jean Joseph ; France";1829;"INV 3680; C 314; MV 5262";"Département des Peintures";;"Cholet (France), Musée d'Art et d'Histoire, salle d'exposition";
cl010241621;"Louis-Marie de Salgues, marquis de Lescure (1766-1793), général vendéen";"Lefèvre, Robert ; France";1816;"INV 4421; MV 5261; L 3552";"Département des Peintures";;"Cholet (France), Musée d'Art et d'Histoire, salle d'exposition";
cl010241921;"L'enlèvement des Sabines";"Saint-Ours, Jean-Pierre ; France";"1700 / 1800  (XVIIIe siècle)";"INV 7833; MR 1676";"Département des Peintures";;"Pointe-à-Pitre (France), Musée départemental d’art et d’histoire (MUSARTH)";
cl010241927;"Dessus-de-porte : L'Empire français";"Biennourry, Victor François Eloi ; France";1865;"INV 20033 B";"Département des Peintures";;"non exposé";
cl010241994;"Compartiment de plafond : L'Histoire profane";"Biennourry, Victor François Eloi ; France";1866;"INV 20033 bis B";"Département des Peintures";;"non exposé";
cl010241995;"Voussure : La Sculpture grecque";"Biennourry, Victor François Eloi ; France";1866;"INV 20032 B";"Département des Peintures";;"non exposé";
cl010241997;"Voussure : La Sculpture française";"Biennourry, Victor François Eloi ; France";1866;"INV 20032 C";"Département des Peintures";;"non exposé";
cl010241998;"Compartiment du plafond : L'Etude";"Biennourry, Victor François Eloi ; France";1866;"INV 20032 D";"Département des Peintures";;"non exposé";
cl010241999;"Compartiment de plafond : La Science";"Biennourry, Victor François Eloi ; France";1866;"INV 20032 E";"Département des Peintures";;"non exposé";
cl010242000;"Plafond : Salle des Saisons - Diane et Actéon, au dessus de la corniche, côté sud";"Romanelli, Giovanni Francesco ; Italie";"1625 / 1650  (2e quart du XVIIe siècle)";"INV 20348 B";"Département des Peintures";;"non exposé";
cl010242001;"Plafond : Salle des Saisons -Apollon et Marsyas, au dessus de la corniche, côté ouest";"Romanelli, Giovanni Francesco ; Italie";"1625 / 1650  (2e quart du XVIIe siècle)";"INV 20348 C";"Département des Peintures";;"non exposé";
cl010242002;"Plafond : Salle des Saisons -Apollon et les Muses, au dessus de la corniche, côté nord,";"Romanelli, Giovanni Francesco ; Italie";"1625 / 1650  (2e quart du XVIIe siècle)";"INV 20348 D";"Département des Peintures";;"non exposé";
cl010242004;"Plafond : Salle des Saisons -Diane et Endymion, au dessus de la corniche, côté est";"Romanelli, Giovanni Francesco ; Italie";"1625 / 1650  (2e quart du XVIIe siècle)";"INV 20348 E";"Département des Peintures";;"non exposé";
cl010242006;"Plafond : Salle des Saisons -Le Printemps, au dessus de la corniche, angle sud-est";"Romanelli, Giovanni Francesco ; Italie";"1625 / 1650  (2e quart du XVIIe siècle)";"INV 20348 F";"Département des Peintures";;"non exposé";
cl010242007;"Plafond : Salle des Saisons -L'Eté, au dessus de la corniche, angle-ouest.";"Romanelli, Giovanni Francesco ; Italie";"1625 / 1650  (2e quart du XVIIe siècle)";"INV 20348 G";"Département des Peintures";;"non exposé";
cl010242008;"Plafond : Salle des Saisons -L'Automne, au dessus de la corniche, angle nord-ouest";"Romanelli, Giovanni Francesco ; Italie";"1625 / 1650  (2e quart du XVIIe siècle)";"INV 20348 H";"Département des Peintures";;"non exposé";
cl010242009;"Plafond : Salle des Saisons -L'Hiver, au dessus de la corniche, angle nord-est";"Romanelli, Giovanni Francesco ; Italie";"1625 / 1650  (2e quart du XVIIe siècle)";"INV 20348 I";"Département des Peintures";;"non exposé";
cl010242121;"Plafond : Salon de la paix : La Paix mettant le feu à un monceau d'armes (ou la Paix), au dessus de la corniche, côté sud.";"Italie ; Romanelli, Giovanni Francesco";"1625 / 1650  (2e quart du XVIIe siècle)";"INV 20349 B";"Département des Peintures";;"non exposé";
cl010242122;"Plafond : Salon de la paix : La déesse de l'Agriculture encourageant les travaux de la campagne (ou l'Abondance), au dessus de la corniche, côté nord.";"Italie ; Romanelli, Giovanni Francesco";"1625 / 1650  (2e quart du XVIIe siècle)";"INV 20349 C";"Département des Peintures";;"non exposé";
cl010242123;"Plafond : Salle de Septime Sévère - Mucius Scaevola, au dessus de la corniche, côté sud.";"Romanelli, Giovanni Francesco ; Italie";"1625 / 1650  (2e quart du XVIIe siècle)";"INV 20350 B";"Département des Peintures";;"non exposé";
cl010242124;"Plafond : Salle de Septime Sévère - Les députés du Sénat apportant la pourpre à Cincinnatus, au dessus de la corniche, côté nord.";"Romanelli, Giovanni Francesco ; Italie";"1625 / 1650  (2e quart du XVIIe siècle)";"INV 20350 C";"Département des Peintures";;"non exposé";
cl010242125;"Plafond : Salle de Septime Sévère - L'enlèvement des Sabines, au dessus de la corniche, côté ouest,";"Romanelli, Giovanni Francesco ; Italie";"1625 / 1650  (2e quart du XVIIe siècle)";"INV 20350 D";"Département des Peintures";;"non exposé";
cl010242127;"Plafond : Salle de Septime Sévère - La Continence de Scipion, au dessus de la corniche, côté est.";"Romanelli, Giovanni Francesco ; Italie";"1625 / 1650  (2e quart du XVIIe siècle)";"INV 20350 E";"Département des Peintures";;"non exposé";
cl010242129;"Plafond : Salle des Antonins - Esther et Assuérus, au dessus de la corniche, côté sud,";"Romanelli, Giovanni Francesco ; Italie";"1625 / 1650  (2e quart du XVIIe siècle)";"INV 20351 B";"Département des Peintures";;"non exposé";
cl010242130;"Plafond : Salle des Antonins - Judith et Holopherne, au dessus de la corniche, côté nord,";"Romanelli, Giovanni Francesco ; Italie";"1625 / 1650  (2e quart du XVIIe siècle)";"INV 20351 C";"Département des Peintures";;"non exposé";
cl010242131;"Plafond : Salle des Antonins - La Prudence et la Prévoyance, au dessus de la corniche, côté ouest, au centre.";"Romanelli, Giovanni Francesco ; Italie";"1625 / 1650  (2e quart du XVIIe siècle)";"INV 20351 D";"Département des Peintures";;"non exposé";
cl010242133;"Plafond : Salle des Antonins - La Continence et la Vertu, au dessus de la corniche, côté ouest au centre.";"Romanelli, Giovanni Francesco ; Italie";"1625 / 1650  (2e quart du XVIIe siècle)";"INV 20351 E";"Département des Peintures";;"non exposé";
cl010242134;"Plafond : Salle des Antonins - La Tempérance et la Paix, au dessus de la corniche, côté est, au nord";"Romanelli, Giovanni Francesco ; Italie";"1625 / 1650  (2e quart du XVIIe siècle)";"INV 20351 F";"Département des Peintures";;"non exposé";
cl010242135;"Plafond : Salle des Antonins - La Justice et l'Abondance, au dessus de la corniche, côté est au centre";"Romanelli, Giovanni Francesco ; Italie";"1625 / 1650  (2e quart du XVIIe siècle)";"INV 20351 G";"Département des Peintures";;"non exposé";
cl010242136;"Plafond : Salle des Antonins - Les Génies du Temps (deux Amours tenant l'un un compas, l'autre un sablier), sur la voûte, côté est au centre";"Romanelli, Giovanni Francesco ; Italie";"1625 / 1650  (2e quart du XVIIe siècle)";"INV 20351 H";"Département des Peintures";;"non exposé";
cl010242137;"Plafond : Salle des Antonins - Les Génies des Eaux (deux Amours dont l'un verse de l'eau dans un récipient), sur la voûte côté ouest, au nord.";"Romanelli, Giovanni Francesco ; Italie";"1625 / 1650  (2e quart du XVIIe siècle)";"INV 20351 I";"Département des Peintures";;"non exposé";
cl010242138;"Plafond : Salle des Antonins - Les Génies de la Gloire (deux Amours dont l'un tient deux couronnes de lauriers), sur la voûte, côté est, au nord.";"Romanelli, Giovanni Francesco ; Italie";"1625 / 1650  (2e quart du XVIIe siècle)";"INV 20351 J";"Département des Peintures";;"non exposé";
cl010242140;"Plafond : Salle des Antonins - Les Génies de la Justice (deux Amours dont l'un tient un fil à plomb et l'autre une balance), sur la voûte, côté est au centre.";"Romanelli, Giovanni Francesco ; Italie";"1625 / 1650  (2e quart du XVIIe siècle)";"INV 20351 K";"Département des Peintures";;"non exposé";
cl010242583;"Sainte Madeleine";"Dominiquin (Domenico Zampieri, dit Il Domenichino, ou Le) ; Italie";"1600 / 1650  (1e moitié du XVIIe siècle)";"INV 20916; MV 8377";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
cl010242601;"Siège de la ville et des Châteaux de Namur, juin 1692";"Le Conte, Sauveur ; France";1695;"INV 1510; B 2609";"Département des Peintures";;"non exposé";
cl010242602;"Lieutenant colonel first life guards (Grande Bretagne)";"Dubois-Drahonet, Alexandre Jean ; France";"1800 / 1840  (Début du XIXe siècle)";"INV 4241; LP 1470; MV 5425";"Département des Peintures";;"Versailles (France), Pavillon de la Lanterne";
cl010242682;"First Lige Guards - Sergent (Joseph Hemingway 24 ans)";"Dubois-Drahonet, Alexandre Jean ; France";"1800 / 1834  (XIXe siècle)";"INV 4242; LP 1471; MV 5424; V 147A; Inv Dess 891";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles";
cl010242683;"Louis Auguste Berthier, prince de Neuchâtel et de Wagram";"Pajou, Jacques Augustin ; France";1808;"INV 7080; MR 2254; MV 1113";"Département des Peintures";;"Versailles (France), Château - Domaine national de Versailles, salle d'exposition";
