ARK;"Object name/Title";Author;Date;"Inventory number";Collection;"Geographic references / Places";Location;MNR
cl010064209;"À la Fayolle, près de Nemi: collines boisées";"Valenciennes, Pierre de ; France";"1782 / 1784  (4e quart du XVIIIe siècle)";"RF 2997";"Département des Peintures";;"Sully, [Peint] Salle 936 - Pierre Henri de Valenciennes (1750-1819) et l’étude d’après nature / Pierre-Paul Prud’hon (1758-1823), [Peint] Salle 936 - Valenciennes";
cl010064210;"Les monts de Velletri et les marais de Nemi";"Valenciennes, Pierre de ; France";"1800 / 1825  (1e quart du XIXe siècle)";"RF 2984";"Département des Peintures";;"Sully, [Peint] Salle 936 - Pierre Henri de Valenciennes (1750-1819) et l’étude d’après nature / Pierre-Paul Prud’hon (1758-1823), [Peint] Salle 936 - Valenciennes";
cl010064211;"Le Monte Cavo, près de Nemi, dit aussi : Monte Cavo, vue de montagne au crépuscule";"Valenciennes, Pierre de ; France";"vers 1817";"RF 2931";"Département des Peintures";;"non exposé";
cl010064212;"Vue prise à Rome";"Valenciennes, Pierre de ; France";"1800 / 1825  (1e quart du XIXe siècle)";"RF 2985";"Département des Peintures";;"non exposé";
cl010064213;"Vue du lac de Nemi au pied d'une maison rustique";"Valenciennes, Pierre de ; France";"1800 / 1825  (1e quart du XIXe siècle)";"RF 2934";"Département des Peintures";;"non exposé";
cl010064214;"Vue du lac de Nemi";"Valenciennes, Pierre de ; France";"1800 / 1825  (1e quart du XIXe siècle)";"RF 2986";"Département des Peintures";;"non exposé";
cl010064215;"Paysage montagneux, Castel Gandolfo (?)";"Valenciennes, Pierre de ; France";"avant 1786";"RF 2949";"Département des Peintures";;"non exposé";
cl010064216;"À la villa Borghèse, dit aussi: Vue des environs de Rome";"Valenciennes, Pierre de ; France";"1800 / 1825  (1e quart du XIXe siècle)";"RF 2942";"Département des Peintures";;"non exposé";
cl010064217;"À la villa Farnèse";"Valenciennes, Pierre de ; France";"1800 / 1825  (1e quart du XIXe siècle)";"RF 2947";"Département des Peintures";;"non exposé";
cl010064218;"Villa Albano: prairie et massif d'arbres";"Valenciennes, Pierre de ; France";"1800 / 1825  (1e quart du XIXe siècle)";"RF 2952";"Département des Peintures";;"non exposé";
cl010064219;"À la villa Farnèse: les ruines, dit aussi : Vue du Palatin";"Valenciennes, Pierre de ; France";"1782 / 1784  (4e quart du XVIIIe siècle)";"RF 2943";"Département des Peintures";;"Sully, [Peint] Salle 936 - Pierre Henri de Valenciennes (1750-1819) et l’étude d’après nature / Pierre-Paul Prud’hon (1758-1823), [Peint] Salle 936 - Valenciennes";
cl010064220;"À Rocca di Papa: montagne dans les nuages";"Valenciennes, Pierre de ; France";"1782 / 1784  (4e quart du XVIIIe siècle)";"RF 2941";"Département des Peintures";;"non exposé";
cl010064221;"Étude de ciel au Quirinal";"Valenciennes, Pierre de ; France";"vers 1783";"RF 2987";"Département des Peintures";;"non exposé";
cl010064222;"L'Orage au bord d'un lac, dit aussi L'Orage au bord du lac";"Valenciennes, Pierre de ; France";"1782 / 1784  (4e quart du XVIIIe siècle)";"RF 2950";"Département des Peintures";;"non exposé";
cl010064223;"À la villa Farnèse: bâtiments entourés d'arbres";"Valenciennes, Pierre de ; France";"1782 / 1784  (4e quart du XVIIIe siècle)";"RF 3000";"Département des Peintures";;"Sully, [Peint] Salle 936 - Pierre Henri de Valenciennes (1750-1819) et l’étude d’après nature / Pierre-Paul Prud’hon (1758-1823), [Peint] Salle 936 - Valenciennes";
cl010064224;"Le Cyprès";"Valenciennes, Pierre de ; France";"1782 / 1784  (4e quart du XVIIIe siècle)";"RF 3010";"Département des Peintures";;"Sully, [Peint] Salle 936 - Pierre Henri de Valenciennes (1750-1819) et l’étude d’après nature / Pierre-Paul Prud’hon (1758-1823), [Peint] Salle 936 - Valenciennes";
cl010064225;"Montagnes dominant le lac de Nemi";"Valenciennes, Pierre de ; France";"1782 / 1784  (4e quart du XVIIIe siècle)";"RF 3011";"Département des Peintures";;"non exposé";
cl010064226;"Étude de ciel au Quirinal";"Valenciennes, Pierre de ; France";1817;"RF 3017";"Département des Peintures";;"non exposé";
cl010064227;"Sur les pentes du Quirinal, dit aussi: Vue de Rome prise de Monte Cavallo";"Valenciennes, Pierre de ; France";"1782 / 1784  (4e quart du XVIIIe siècle)";"RF 3014";"Département des Peintures";;"non exposé";
cl010064228;"Vue du couvent de l'Ara Coeli: le pin parasol";"Valenciennes, Pierre de ; France";"1782 / 1784  (4e quart du XVIIIe siècle)";"RF 3013";"Département des Peintures";;"non exposé";
cl010064229;"Escalier aboutissant à une terrasse";"Valenciennes, Pierre de ; France";"1800 / 1825  (1e quart du XIXe siècle)";"RF 3040";"Département des Peintures";;"non exposé";
cl010064230;"À Rocca di Papa: le Monte Cavo sous un ciel nuageux";"Valenciennes, Pierre de ; France";1817;"RF 3037";"Département des Peintures";;"non exposé";
cl010064231;"Loggia à Rome: le toit au soleil";"Valenciennes, Pierre de ; France";"1782 / 1784  (4e quart du XVIIIe siècle)";"RF 3036";"Département des Peintures";;"non exposé";
cl010064232;"Rome : maisons dominées par un dôme";"Valenciennes, Pierre de ; France";"1782 / 1784  (4e quart du XVIIIe siècle)";"RF 3034";"Département des Peintures";;"non exposé";
cl010064233;"À la villa Borghèse: les nuages blancs";"Valenciennes, Pierre de ; France";"1782 / 1784  (4e quart du XVIIIe siècle)";"RF 3030";"Département des Peintures";;"non exposé";
cl010064234;"À la villa Borghèse: chemin bordé d'arbres";"Valenciennes, Pierre de ; France";"1782 / 1784  (4e quart du XVIIIe siècle)";"RF 3029";"Département des Peintures";;"Sully, [Peint] Salle 936 - Pierre Henri de Valenciennes (1750-1819) et l’étude d’après nature / Pierre-Paul Prud’hon (1758-1823), [Peint] Salle 936 - Valenciennes";
cl010064235;"Vue du lac de Nemi et Genzano";"Valenciennes, Pierre de ; France";"1782 / 1784  (4e quart du XVIIIe siècle)";"RF 3023";"Département des Peintures";;"Sully, [Peint] Salle 936 - Pierre Henri de Valenciennes (1750-1819) et l’étude d’après nature / Pierre-Paul Prud’hon (1758-1823), [Peint] Salle 936 - Valenciennes";
cl010064236;"À la villa Farnèse: les maisons sur la colline";"Valenciennes, Pierre de ; France";"1782 / 1784  (4e quart du XVIIIe siècle)";"RF 3009";"Département des Peintures";;"Sully, [Peint] Salle 936 - Pierre Henri de Valenciennes (1750-1819) et l’étude d’après nature / Pierre-Paul Prud’hon (1758-1823), [Peint] Salle 936 - Valenciennes";
cl010064237;"Chemin rocheux près du lac de Nemi, dit aussi : Nemi. Rochers";"Valenciennes, Pierre de ; France";"1782 / 1784  (4e quart du XVIIIe siècle)";"RF 3016";"Département des Peintures";;"Sully, [Peint] Salle 936 - Pierre Henri de Valenciennes (1750-1819) et l’étude d’après nature / Pierre-Paul Prud’hon (1758-1823), [Peint] Salle 936 - Valenciennes";
cl010064238;"À la villa Farnèse: le moulin";"Valenciennes, Pierre de ; France";"1782 / 1784  (4e quart du XVIIIe siècle)";"RF 3018";"Département des Peintures";;"Sully, [Peint] Salle 936 - Pierre Henri de Valenciennes (1750-1819) et l’étude d’après nature / Pierre-Paul Prud’hon (1758-1823), [Peint] Salle 936 - Valenciennes";
cl010064239;"Pyramide et arc-en-ciel";"Valenciennes, Pierre de ; France";"1782 / 1784  (4e quart du XVIIIe siècle)";"RF 3006";"Département des Peintures";;"non exposé";
cl010064240;"Vue de Rome par temps d'orage, dit aussi :Vue de Rome le soir, et :Rome-orage chaud";"Valenciennes, Pierre de ; France";"1782 / 1784  (4e quart du XVIIIe siècle)";"RF 3001";"Département des Peintures";;"Sully, [Peint] Salle 936 - Pierre Henri de Valenciennes (1750-1819) et l’étude d’après nature / Pierre-Paul Prud’hon (1758-1823), [Peint] Salle 936 - Valenciennes";
cl010064241;"Les Environs de Genzano";"Valenciennes, Pierre de ; France";"1782 / 1784  (4e quart du XVIIIe siècle)";"RF 3022";"Département des Peintures";;"non exposé";
cl010064242;"Paysage composé avec un temple antique";"Valenciennes, Pierre de ; France";"1800 / 1825  (1e quart du XIXe siècle)";"RF 2864";"Département des Peintures";;"non exposé";
cl010064243;"Portrait de l'artiste";"Valenciennes, Pierre de ; France";"après 1815";"RF 2866";"Département des Peintures";;"non exposé";
cl010064244;"Rome: maisons dominées par un dôme";"Valenciennes, Pierre de ; France";"1782 / 1784  (4e quart du XVIIIe siècle)";"RF 2897";"Département des Peintures";;"Sully, [Peint] Salle 936 - Pierre Henri de Valenciennes (1750-1819) et l’étude d’après nature / Pierre-Paul Prud’hon (1758-1823), [Peint] Salle 936 - Valenciennes";
cl010064245;"Ciel et toits";"Valenciennes, Pierre de ; France";"1800 / 1825  (1e quart du XIXe siècle)";"RF 2898";"Département des Peintures";;"Sully, [Peint] Salle 936 - Pierre Henri de Valenciennes (1750-1819) et l’étude d’après nature / Pierre-Paul Prud’hon (1758-1823), [Peint] Salle 936 - Valenciennes";
cl010064246;"Vue du couvent de l'Ara Coeli: le pin parasol";"Valenciennes, Pierre de ; France";"1782 / 1784  (4e quart du XVIIIe siècle)";"RF 3027";"Département des Peintures";;"non exposé";
cl010064247;"À Rocca di Papa: le Monte Cavo sous un ciel nuageux";"Valenciennes, Pierre de ; France";"1782 / 1784  (4e quart du XVIIIe siècle)";"RF 3025";"Département des Peintures";;"Sully, [Peint] Salle 936 - Pierre Henri de Valenciennes (1750-1819) et l’étude d’après nature / Pierre-Paul Prud’hon (1758-1823), [Peint] Salle 936 - Valenciennes";
cl010064248;"A Rocca di Papa: montagnes cachées dans les nuages";"Valenciennes, Pierre de ; France";"1782 / 1784  (4e quart du XVIIIe siècle)";"RF 2912";"Département des Peintures";;"non exposé";
cl010064249;"À la villa Farnese: arbres et fabriques";"Valenciennes, Pierre de ; France";"1800 / 1825  (1e quart du XIXe siècle)";"RF 2914";"Département des Peintures";;"non exposé";
cl010064250;"Fabriques à la villa Farnèse: les deux peupliers";"Valenciennes, Pierre de ; France";"1800 / 1825  (1e quart du XIXe siècle)";"RF 2913";"Département des Peintures";;"non exposé";
cl010064251;"À la Fayolle, près de Nemi: forêt et fonds";"Valenciennes, Pierre de ; France";"1800 / 1825  (1e quart du XIXe siècle)";"RF 2899";"Département des Peintures";;"non exposé";
cl010064252;"La Pyramide de Cestius à Rome";"Valenciennes, Pierre de ; France";"1782 / 1784  (4e quart du XVIIIe siècle)";"RF 2903";"Département des Peintures";;"non exposé";
cl010064253;"À la Villa Farnèse: arbre devant une maison rustique";"Valenciennes, Pierre de ; France";"1800 / 1825  (1e quart du XIXe siècle)";"RF 2904";"Département des Peintures";;"Sully, [Peint] Salle 936 - Pierre Henri de Valenciennes (1750-1819) et l’étude d’après nature / Pierre-Paul Prud’hon (1758-1823), [Peint] Salle 936 - Valenciennes";
cl010064254;"À la Villa Borghèse: ruisseau coulant parmi les arbres";"Valenciennes, Pierre de ; France";"1800 / 1825  (1e quart du XIXe siècle)";"RF 2905";"Département des Peintures";;"Sully, [Peint] Salle 936 - Pierre Henri de Valenciennes (1750-1819) et l’étude d’après nature / Pierre-Paul Prud’hon (1758-1823), [Peint] Salle 936 - Valenciennes";
cl010064255;"À Nemi: constructions sur une hauteur";"Valenciennes, Pierre de ; France";"1800 / 1825  (1e quart du XIXe siècle)";"RF 2906";"Département des Peintures";;"non exposé";
cl010064256;"Ruines d'une arcade touffée d'herbes";"Valenciennes, Pierre de ; France";"1800 / 1825  (1e quart du XIXe siècle)";"RF 2907";"Département des Peintures";;"Sully, [Peint] Salle 936 - Pierre Henri de Valenciennes (1750-1819) et l’étude d’après nature / Pierre-Paul Prud’hon (1758-1823), [Peint] Salle 936 - Valenciennes";
cl010064257;"À Rocca di Papa: montagne cachée par les nuages";"Valenciennes, Pierre de ; France";"1800 / 1825  (1e quart du XIXe siècle)";"RF 2917";"Département des Peintures";;"non exposé";
cl010064258;"Nemi: Les trois arbres";"Valenciennes, Pierre de ; France";"1782 / 1784  (4e quart du XVIIIe siècle)";"RF 2916";"Département des Peintures";;"non exposé";
cl010064259;"Forêt de la villa Borghèse, dit aussi Arbres à la villa Borghèse, dit aussi :A la Villa Borghèse: la maison forestière";"Valenciennes, Pierre de ; France";"1782 / 1784  (4e quart du XVIIIe siècle)";"RF 3007";"Département des Peintures";;"non exposé";
cl010064260;"Environs de Nemi: rochers et vache";"Valenciennes, Pierre de ; France";"1782 / 1784  (4e quart du XVIIIe siècle)";"RF 3024";"Département des Peintures";;"non exposé";
cl010064261;"Harteveld, maison de plaisance à Maarssen (région d'Utrecht)";"Heyden, Jan van der ; Pays-Bas";1668;"RF 3723";"Département des Peintures";;"Sully, [Peint] Salle 902 - Donation de la princesse Louis de Croÿ, née Eugénie de l'Espine";
cl010064262;"Achille combattant";"Franquelin, Jean-Augustin ; France";"1800 / 1850  (1e moitié du XIXe siècle)";"RF 2966";"Département des Peintures";;"non exposé";
cl010064263;"La Volupté";"Franquelin, Jean-Augustin ; France";"1800 / 1850  (1e moitié du XIXe siècle)";"RF 2957";"Département des Peintures";;"non exposé";
cl010064264;"Vue d'un escalier à l'intérieur d'un couvent";"Franquelin, Jean-Augustin ; France";"1800 / 1850  (1e moitié du XIXe siècle)";"RF 2965";"Département des Peintures";;"non exposé";
cl010064265;"Vue d'une grotte";"Franquelin, Jean-Augustin ; France";"1800 / 1850  (1e moitié du XIXe siècle)";"RF 2967";"Département des Peintures";;"non exposé";
cl010064266;"Fingal visite Cuchullin dans la caverne de Tura (Poèmes d'Ossian : Fingal, chant VI)";"Anonyme ; France";"1800 / 1825  (1e quart du XIXe siècle)";"RF 2960";"Département des Peintures";;"non exposé";
cl010064267;"Homme au chapeau brun";"Anonyme ; Pays-Bas";"1600 / 1700  (XVIIe siècle)";"RF 3721";"Département des Peintures";;"Sully, [Peint] Salle 902 - Donation de la princesse Louis de Croÿ, née Eugénie de l'Espine";
cl010064268;"Villa à Naples";"Bevilacqua, Carlo ; Italie";1836;"RF 2956";"Département des Peintures";;"non exposé";
cl010064269;"Intérieur du Colisée";"Robert, Hubert ; France";"vers 1759";"RF 2959";"Département des Peintures";;"Sully, [Peint] Salle 930 - Hubert Robert (1733-1808), le Paysage entre France et Italie (ex-salle 49)";
cl010064270;"Portrait d'un artiste, dit aussi :Autoportrait";"Sablet, Jacques Henri ; France";1788;"RF 3728";"Département des Peintures";;"non exposé";
cl010064271;"À la villa Farnèse: les maisons sur la colline";"Valenciennes, Pierre de ; France";1853;"RF 2918";"Département des Peintures";;"non exposé";
cl010064272;"À Rocca di Papa: le grand arbre";"Valenciennes, Pierre de ; France";"1800 / 1825  (1e quart du XIXe siècle)";"RF 2910";"Département des Peintures";;"non exposé";
cl010064273;"Intérieur de cabaret avec danseur au pichet";"Dusart, Comelis ; Pays-Bas";1685;"RF 3716";"Département des Peintures";;"Sully, [Peint] Salle 902 - Donation de la princesse Louis de Croÿ, née Eugénie de l'Espine";
cl010064274;"Les Dunes, avec pêcheurs au premier plan";"Dubbels, Hendrick ; Pays-Bas";1654;"RF 3718";"Département des Peintures";;"Sully, [Peint] Salle 902 - Donation de la princesse Louis de Croÿ, née Eugénie de l'Espine";
cl010064275;"Buveurs et musiciens dans un cabaret, avec enfant au cerceau";"Brakenburgh, Richard ; Pays-Bas";"1675 / 1725  (Fin du XVIIe siècle - début du XVIIIè siècle)";"RF 3708";"Département des Peintures";;"Sully, [Peint] Salle 902 - Donation de la princesse Louis de Croÿ, née Eugénie de l'Espine";
cl010064276;"Nature morte aux poissons, avec bord de mer et pêcheurs à l'arrière-plan";"Beyeren, Abraham Hendricksz. van ; Pays-Bas";1653;"RF 3705";"Département des Peintures";;"Sully, [Peint] Salle 902 - Donation de la princesse Louis de Croÿ, née Eugénie de l'Espine";
cl010064277;"""La Marine d'argent""";"Beyeren, Abraham Hendricksz. van ; Pays-Bas";1653;"RF 3724";"Département des Peintures";;"Sully, [Peint] Salle 902 - Donation de la princesse Louis de Croÿ, née Eugénie de l'Espine";
cl010064278;"Vieillard lutinant une jeune femme dans un intérieur rustique";"Bega, Cornelis Pietersz. ; Pays-Bas";1662;"RF 2880";"Département des Peintures";;"Sully, [Peint] Salle 902 - Donation de la princesse Louis de Croÿ, née Eugénie de l'Espine";
cl010064279;"Vue imaginaire d'un port méridional avec le chevet de la cathédrale de Lyon";"Beerstraten, Jan Abrahmsz. ; Pays-Bas";1652;"RF 3715";"Département des Peintures";;"Sully, [Peint] Salle 902 - Donation de la princesse Louis de Croÿ, née Eugénie de l'Espine";
cl010064280;"Scène de patinage à Kampen";"Avercamp, Barend ; Pays-Bas";"1625 / 1650  (2e quart du XVIIe siècle)";"RF 2854";"Département des Peintures";;"Sully, [Peint] Salle 902 - Donation de la princesse Louis de Croÿ, née Eugénie de l'Espine";
cl010064281;"Portrait de Catherine de Vogelaar, épouse de Hermanus Amija, fille d’un secrétaire de la Ville d’Amsterdam";"Maes, Nicolaes ; Pays-Bas";"1675 / 1700  (4e quart du XVIIe siècle)";"RF 2859";"Département des Peintures";;"Sully, [Peint] Salle 902 - Donation de la princesse Louis de Croÿ, née Eugénie de l'Espine";
cl010064282;"Les Pantoufles";"Hoogstraten, Samuel van ; Pays-Bas";"1650 / 1675  (3e quart du XVIIe siècle)";"RF 3722";"Département des Peintures";;"Amsterdam (Pays Bas), Museum het Rembrandthuis";
cl010064283;"Portrait de Frédéric-Henri, prince d'Orange, Stadhouder (1584-1647)";"Honthorst, Gerrit van ; Pays-Bas";"1600 / 1650  (1e moitié du XVIIe siècle)";"RF 2856";"Département des Peintures";;"Sully, [Peint] Salle 902 - Donation de la princesse Louis de Croÿ, née Eugénie de l'Espine";
cl010064284;"L'Arracheur de dents";"Honthorst, Gerrit van ; Pays-Bas";1627;"RF 2852";"Département des Peintures";;"non exposé";
cl010064285;"Portrait d'homme assis dans un parc et accoudé sur une balustrade peinte";"Wytmans, Mattheus ; Pays-Bas";1675;"RF 2885";"Département des Peintures";;"Sully, [Peint] Salle 902 - Donation de la princesse Louis de Croÿ, née Eugénie de l'Espine";
cl010064286;"Nature morte : légumes et fruits";"Snyers, Pieter ; Pays-Bas du Sud";"1700 / 1750  (1e moitié du XVIIIe siècle)";"RF 3710";"Département des Peintures";;"Sully, [Peint] Salle 902 - Donation de la princesse Louis de Croÿ, née Eugénie de l'Espine";
cl010064287;"Sarah présente Agar l’Égyptienne à Abraham pour qu’elle donne à ce dernier un enfant";"Werff, Adriaen van der ; Pays-Bas";"1600 / 1700  (XVIIe siècle)";"RF 3709";"Département des Peintures";;"Sully, [Peint] Salle 902 - Donation de la princesse Louis de Croÿ, née Eugénie de l'Espine";
cl010064288;"Intérieur d'église avec femme au pied d'une chaire";"Streek, Hendrik van ; Pays-Bas";1636;"RF 3719";"Département des Peintures";;"Sully, [Peint] Salle 902 - Donation de la princesse Louis de Croÿ, née Eugénie de l'Espine";
cl010064289;"Vanité avec une couronne royale et le portrait de Charles 1er d'Angleterre";"Vinne, Vincent Laurensz van de ; Pays-Bas";1640;"RF 3712";"Département des Peintures";;"Sully, [Peint] Salle 902 - Donation de la princesse Louis de Croÿ, née Eugénie de l'Espine";
cl010064290;"Pêches, raisins et ananas sur une table de pierre";"Spaendonck, Cornelis van ; Pays-Bas";"1775 / 1800  (4e quart du XVIIIe siècle)";"RF 2853";"Département des Peintures";;"Sully, [Peint] Salle 902 - Donation de la princesse Louis de Croÿ, née Eugénie de l'Espine";
cl010064291;"La Marine d'or. Soleil couchant";"Ruysdael, Salomon van ; Pays-Bas";"vers 1665";"RF 3725";"Département des Peintures";;"Sully, [Peint] Salle 902 - Donation de la princesse Louis de Croÿ, née Eugénie de l'Espine";
cl010064292;"Marchands de poissons sur une plage";"Bout, Pieter ; Pays-Bas du Sud";1664;"RF 3714";"Département des Peintures";;"Sully, [Peint] Salle 902 - Donation de la princesse Louis de Croÿ, née Eugénie de l'Espine";
cl010064293;"Fumeurs et buveurs près d'une maison, dit aussi Les mangeurs de moules";"Craesbeeck, Joos van ; Pays-Bas du Sud";1626;"RF 2860";"Département des Peintures";;"Sully, [Peint] Salle 902 - Donation de la princesse Louis de Croÿ, née Eugénie de l'Espine";
cl010064294;"Les Blanchisseries d'Overveen, près de Haarlem";"Meer, Jan I van der ; Pays-Bas";1675;"RF 2862";"Département des Peintures";;"Sully, [Peint] Salle 902 - Donation de la princesse Louis de Croÿ, née Eugénie de l'Espine";
cl010064295;"Scène de patinage";"Goyen, Jan van ; Pays-Bas";1649;"RF 3726";"Département des Peintures";;"Sully, [Peint] Salle 902 - Donation de la princesse Louis de Croÿ, née Eugénie de l'Espine";
cl010064296;"Bateaux par grand vent";"Everdingen, Allaert van ; Pays-Bas";"1640 / 1650  (2e quart du XVIIe siècle)";"RF 3704";"Département des Peintures";;"Sully, [Peint] Salle 902 - Donation de la princesse Louis de Croÿ, née Eugénie de l'Espine";
cl010064297;"Marie-Anne Mancini, duchesse de Bouillon (1646-1714) (portrait présumé)";"Largillière, Nicolas de ; France";"avant 1700";"RF 1942 26";"Département des Peintures";;"Denon, [Peint] Salle 714 - Collection Beistegui";
cl010064298;"Madame Drouais, née Anne-Françoise Doré ( 1732-v.1815), femme de l'artiste";"Drouais, François Hubert ; France";"vers 1758";"RF 1942 19";"Département des Peintures";;"Denon, [Peint] Salle 714 - Collection Beistegui";
cl010064299;"Portrait d'un jeune artiste. Charles-Paul-Jérôme Bréa (1739-1820), pastelliste et miniaturiste.";"Fragonard, Jean-Honoré ; France";"vers 1769";"RF 1942 20";"Département des Peintures";;"Denon, [Peint] Salle 714 - Collection Beistegui";
cl010064300;"Le Feu aux poudres.";"Fragonard, Jean-Honoré ; France";"avant 1778";"RF 1942 21";"Département des Peintures";;"Denon, [Peint] Salle 714 - Collection Beistegui";
cl010064301;"Madame Lecerf, née Gérard";"Gérard, François ; France";1794;"RF 1942 22";"Département des Peintures";;"Denon, [Peint] Salle 714 - Collection Beistegui";
cl010064302;"Portrait d'un gentilhomme génois (?), âgé de quarante-deux ans, dit à tort Portrait de Livio Odeschalchi";"Dyck, Antoon van ; Pays-Bas du Sud";"vers 1626";"RF 1942 34";"Département des Peintures";;"Denon, [Peint] Salle 714 - Collection Beistegui";
cl010064303;"La Mort de Didon, reine de Carthage";"Rubens, Petrus Paulus ; Pays-Bas du Sud";"1635 / 1638  (2e quart du XVIIe siècle)";"RF 1942 33";"Département des Peintures";;"Denon, [Peint] Salle 714 - Collection Beistegui";
cl010064304;"Carlos de Beistegui (Mexico, 1863 - Biarritz, 1953)";"Zuloaga y Zabaleta, Ignacio ; Espagne";1931;"RF 1942 35";"Département des Peintures";;"Denon, [Peint] Salle 714 - Collection Beistegui";
cl010064305;"Autoportrait de l'artiste au béret basque";"Zuloaga y Zabaleta, Ignacio ; Espagne";1931;"RF 1942 36";"Département des Peintures";;"Denon, [Peint] Salle 714 - Collection Beistegui";
cl010064306;"Portrait du jeune Hendrick Daemen présentant sa thèse de théologie au baron Ferdinand de Fürstenberg (1626-1683), évêque de Paderborn et coadjuteur de l’évêque de Münster (Westphalie)";"Roosendael, Nicolaes ; Pays-Bas";1669;"RF 3717";"Département des Peintures";;"Sully, [Peint] Salle 902 - Donation de la princesse Louis de Croÿ, née Eugénie de l'Espine";
cl010064307;"Vaisseaux et barques sur la mer";"Storck, Abraham ; Pays-Bas";"1675 / 1725  (Fin du XVIIe siècle - début du XVIIIè siècle)";"RF 3713";"Département des Peintures";;"Sully, [Peint] Salle 902 - Donation de la princesse Louis de Croÿ, née Eugénie de l'Espine";
cl010064308;"Le Vannage du grain";"Italie ; Primaticcio, Francesco (dit Le Primatice)";"1550 / 1600  (2e moitié du XVIe siècle)";"RF 1982 24";"Département des Peintures";;"Richelieu, [Peint] Salle 823 - Première École de Fontainebleau";
cl010064309;"Prunes, courge et pêches sur un entablement de marbre";"Dupuis, Pierre ; France";1650;"RF 1982 20";"Département des Peintures";;"Sully, [Peint] Salle 911- L'atticisme, Salle 911 - (ex-salle 27F)";
cl010064311;"Henriette de Verninac, née Delacroix (1780-1827), soeur d'Eugène Delacroix.";"David, Jacques-Louis ; France";"1798 / 1799  (4e quart du XVIIIe siècle)";"RF 1942 16";"Département des Peintures";;"Denon, [Peint] Salle 714 - Collection Beistegui";
cl010064312;"Jeune homme travaillant, dit aussi Jeune homme écrivant";"Meissonier, Ernest ; France";1852;"RF 1942 30";"Département des Peintures";;"Denon, [Peint] Salle 714 - Collection Beistegui";
cl010064313;"La Barricade, dit aussi Souvenir de guerre civile. Juin1848";"Meissonier, Ernest ; France";"1850 / 1851  (Milieu du XIXe siècle)";"RF 1942 31";"Département des Peintures";;"Denon, [Peint] Salle 714 - Collection Beistegui";
cl010064314;"Vierge à l'Enfant";"Anonyme ; France Bourgogne";"1400 / 1425  (1e quart du XVe siècle)";"RF 1942 29";"Département des Peintures";;"Denon, [Peint] Salle 714 - Collection Beistegui";
cl010064315;"La duchesse de Chaulnes, représentée en Hébé. Anne Josèphe Bonnier de La Mosson (1718-1787), femme du duc de Chaulnes";"Nattier, Jean-Marc ; France";1744;"RF 1942 32";"Département des Peintures";;"Denon, [Peint] Salle 714 - Collection Beistegui";
cl010064316;"Portrait de Mrs Isaac Cuthbert";"Lawrence, Sir Thomas ; Grande-Bretagne";"1816 / 1817  (1e quart du XIXe siècle)";"RF 1942 27";"Département des Peintures";;"Denon, [Peint] Salle 714 - Collection Beistegui";
cl010064317;"Portrait de la comtesse del Carpio, marquise de la Solana (1757-1795)";"Goya y Lucientes, Francisco de ; Espagne";"1794 / 1795  (4e quart du XVIIIe siècle)";"RF 1942 23";"Département des Peintures";;"Denon, [Peint] Salle 714 - Collection Beistegui";
cl010064318;"Portrait du dauphin Charles-Orlant (1492-1495), fils du roi Charles VIII et de Anne de Bretagne";"Hey, Jean ; France Bourbonnais";1494;"RF 1942 28";"Département des Peintures";;"Denon, [Peint] Salle 714 - Collection Beistegui";
cl010064319;"Portrait de Robert Arnauld d'Andilly (1589-1674), écrivain janséniste";"Champaigne, Philippe de ; France";1667;"RF 1979 22";"Département des Peintures";;"Sully, [Peint] Salle 913 - Philippe de Champaigne (1602-1674)";
cl010064320;"Portrait de Mariana Waldstein, 9e marquise de Santa Cruz ( 1763-1808)";"Goya y Lucientes, Francisco de ; Espagne";"1797 / 1799  (4e quart du XVIIIe siècle)";"RF 1976 69";"Département des Peintures";;"non exposé";
cl010064323;"Déploration sur le Christ mort";"Solario, Andrea ; Italie";"vers 1509";"RF 1978 35";"Département des Peintures";;"Denon, [Peint] Salle 710 - Grande Galerie, Salle 710 - (2e travée)";
cl010064324;L'Astronome;"Vermeer, Johannes ; Pays-Bas";1668;"RF 1983 28";"Département des Peintures";;"Richelieu, [Peint] Salle 837 - Autour de Jacob van Ruisdael (vers 1628-1682)";
cl010064325;"Panier de grenades, pêches et raisins";"Linard, Jacques ; France";"1643 / 1644  (2e quart du XVIIe siècle)";"RF 1982 23";"Département des Peintures";;"Sully, [Peint] Salle 911- L'atticisme, Salle 911 - (ex-salle 27F)";
cl010064326;"Portrait de Claude-Henri Watelet (1718-1786), receveur général des Finances, collectionneur, peintre, graveur et écrivain.";"Greuze, Jean-Baptiste ; France";1765;"RF 1982 66";"Département des Peintures";;"Sully, [Peint] Salle 932 - Jean-Baptiste Greuze (1725-1805)";
cl010064338;"Portrait de Mr Meunier, dit autrefois Portrait de Denis Diderot.";"Fragonard, Jean-Honoré ; France";"vers 1769";"RF 1972 14";"Département des Peintures";;"Sully, [Peint] Salle 929 - Jean-Honoré Fragonard (1732-1806)";
cl010064339;"Le Bouffon au luth";"Hals, Frans ; Pays-Bas";"1623 / 1624  (1e moitié du XVIIe siècle)";"RF 1984 32";"Département des Peintures";;"Richelieu, [Peint] Salle 846 - Frans Hals (1581/1585-1666) et la peinture à Haarlem";
